"Pais","Regiao","Ano","Populacao","ExpectativaVida","PIB","PIB_Capita","Fertilidade","Pobreza"
"Tuvalu","East Asia & Pacific",2010,9827,NA,31823518.6204366,3156.74808608634,NA,NA
"Tuvalu","East Asia & Pacific",2009,9808,NA,27101076.2751521,3212.37939745598,NA,NA
"Tanzania","Sub-Saharan Africa",2012,48645709,63.5209024390244,39087748240.4403,2289.26187618153,5.287,NA
"Tanzania","Sub-Saharan Africa",2011,47122998,62.6320975609756,33878631649.4157,2206.91077897,5.359,76.1
"Tanzania","Sub-Saharan Africa",2010,45648525,61.6256097560976,31407908612.0943,2068.48848692219,5.427,NA
"Tanzania","Sub-Saharan Africa",2009,44222113,60.509512195122,28573777052.4542,1983.2228617864,5.489,NA
"Ukraine","Europe & Central Asia",2012,45593300,70.9441463414634,175781379051.433,8472.20112920609,1.531,0.2
"Ukraine","Europe & Central Asia",2011,45706100,70.8092682926829,163159671670.265,8281.86712612352,1.459,0.17
"Ukraine","Europe & Central Asia",2010,45870700,70.2653658536586,136419300367.962,7685.56963201296,1.443,0.25
"Ukraine","Europe & Central Asia",2009,46053300,69.19,117227769791.56,7257.89752610006,1.473,0.55
"Uganda","Sub-Saharan Africa",2012,35400620,57.1001951219512,23236898742.1315,1696.49442433506,5.964,63.03
"Uganda","Sub-Saharan Africa",2011,34260342,56.463756097561,20262889523.9576,1648.53106603376,6.059,NA
"Uganda","Sub-Saharan Africa",2010,33149417,55.8366585365854,20181796802.8574,1522.07855073595,6.154,NA
"Uganda","Sub-Saharan Africa",2009,32067125,55.1820975609756,17878178830.7227,1478.0445457835,6.247,69.37
"United States","North America",2012,314102623,78.7414634146342,1.6155255e+13,51433.0470904727,1.8805,NA
"United States","North America",2011,311718857,78.6414634146341,1.5517926e+13,49781.8006563523,1.8945,NA
"United States","North America",2010,309346863,78.5414634146342,1.4964372e+13,48374.0867933094,1.931,NA
"United States","North America",2009,306771529,78.390243902439,1.4418739e+13,47001.5553496818,2.002,NA
"Uruguay","Latin America & Caribbean",2012,3396753,76.6883902439024,51265399742.6953,18817.8749217256,2.048,1.67
"Uruguay","Latin America & Caribbean",2011,3385610,76.5411951219512,47962439302.6658,17904.8198639195,2.063,1.61
"Uruguay","Latin America & Caribbean",2010,3374414,76.3946097560976,40284682481.3918,16736.8559953545,2.078,1.61
"Uruguay","Latin America & Caribbean",2009,3362761,76.2485853658537,31660911278.5627,15391.169531715,2.094,2.11
"Uzbekistan","Europe & Central Asia",2012,29774500,68.1019756097561,51183443224.9939,4791.18928890547,2.3,NA
"Uzbekistan","Europe & Central Asia",2011,29339400,67.9814146341463,45324319955.3884,4412.47419290824,2.3,NA
"Uzbekistan","Europe & Central Asia",2010,28562400,67.8612926829268,39332770928.9426,4100.48283485868,2.34,NA
"Uzbekistan","Europe & Central Asia",2009,27767400,67.7445609756098,32816828372.9753,3840.54287450515,2.53,NA
"St. Vincent and the Grenadines","Latin America & Caribbean",2012,109334,72.6718536585366,692933740.740741,10192.9298147081,2.021,NA
"St. Vincent and the Grenadines","Latin America & Caribbean",2011,109341,72.518756097561,676129407.407407,9871.64857733634,2.046,NA
"St. Vincent and the Grenadines","Latin America & Caribbean",2010,109316,72.3463902439024,681225962.962963,9715.32900513839,2.07,NA
"St. Vincent and the Grenadines","Latin America & Caribbean",2009,109255,72.1500731707317,674922481.481482,9937.88286907797,2.092,NA
"Venezuela, RB","Latin America & Caribbean",2012,29854238,73.9257317073171,381286237847.667,18027.8901206199,2.417,NA
"Venezuela, RB","Latin America & Caribbean",2011,29427631,73.7916585365854,316482190800.364,17001.9132403648,2.444,NA
"Venezuela, RB","Latin America & Caribbean",2010,28995745,73.6716097560976,393801459277.332,16228.3408063552,2.472,NA
"Venezuela, RB","Latin America & Caribbean",2009,28558607,73.568,329418979506.288,16523.939668773,2.501,NA
"Virgin Islands (U.S.)","Latin America & Caribbean",2012,105275,79.4731707317073,NA,NA,1.78,NA
"Virgin Islands (U.S.)","Latin America & Caribbean",2011,105784,79.3731707317073,NA,NA,1.8,NA
"Virgin Islands (U.S.)","Latin America & Caribbean",2010,106267,79.1731707317073,NA,NA,1.81,NA
"Virgin Islands (U.S.)","Latin America & Caribbean",2009,106707,79.0731707317073,NA,NA,1.86,NA
"Vietnam","East Asia & Pacific",2012,88809200,75.3193902439024,155820001920.492,5000.76485438209,1.957,13.86
"Vietnam","East Asia & Pacific",2011,87860300,75.1568048780488,135539487317.008,4715.88634932312,1.953,NA
"Vietnam","East Asia & Pacific",2010,86932500,74.9903658536585,115931749904.839,4395.51016267998,1.946,18.05
"Vietnam","East Asia & Pacific",2009,86025000,74.8226097560976,106014600963.977,4123.42580419874,1.935,NA
"Vanuatu","East Asia & Pacific",2012,247498,71.4081707317073,781702874.106058,2952.41343063372,3.419,NA
"Vanuatu","East Asia & Pacific",2011,241876,71.1345609756098,792149700.679116,2915.23962103205,3.456,NA
"Vanuatu","East Asia & Pacific",2010,236299,70.8499512195122,700804286.224354,2888.3493792424,3.499,38.8
"Vanuatu","East Asia & Pacific",2009,230782,70.5558292682927,610066628.693058,2874.87888028394,3.549,NA
"Samoa","East Asia & Pacific",2012,188901,72.9800487804878,804209309.427213,5757.17964049692,4.212,NA
"Samoa","East Asia & Pacific",2011,187434,72.7012682926829,762098381.877023,5674.47534134614,4.277,NA
"Samoa","East Asia & Pacific",2010,186029,72.417,656789149.595525,5295.66609922839,4.338,NA
"Samoa","East Asia & Pacific",2009,184700,72.1306829268293,586153251.794346,5244.28442284181,4.389,NA
"Yemen, Rep.","Middle East & North Africa",2012,24882792,63.3272926829268,32074766834.7453,3675.56337304977,4.416,NA
"Yemen, Rep.","Middle East & North Africa",2011,24234940,63.0535365853659,31078858746.492,3616.24390874491,4.556,NA
"Yemen, Rep.","Middle East & North Africa",2010,23591972,62.7687317073171,30906753495.1501,4286.40403780317,4.703,NA
"Yemen, Rep.","Middle East & North Africa",2009,22954226,62.4853414634146,28459501429.6512,4212.58649344459,4.856,NA
"South Africa","Sub-Saharan Africa",2012,52356380.6773771,56.0983170731707,397386418270.402,12598.94312372,2.412,NA
"South Africa","Sub-Saharan Africa",2011,51549958.0814815,55.2956585365854,416596716626.957,12291.73384142,2.438,34.68
"South Africa","Sub-Saharan Africa",2010,50771825.5814796,54.390756097561,375349442837.24,11847.0803891303,2.467,NA
"South Africa","Sub-Saharan Africa",2009,50020917.5234195,53.4670975609756,295936471258.128,11529.3694090741,2.5,NA
"Zambia","Sub-Saharan Africa",2012,14786581,58.3633170731707,25503060411.4567,3552.20024760245,5.511,NA
"Zambia","Sub-Saharan Africa",2011,14343526,57.4221951219512,23459515284.206,3342.57085437932,5.599,NA
"Zambia","Sub-Saharan Africa",2010,13917439,56.3838536585366,20265552104.3964,3195.75858203489,5.687,78.87
"Zambia","Sub-Saharan Africa",2009,13507849,55.2141707317073,15328342303.9575,2949.21560084634,5.772,NA
"Zimbabwe","Sub-Saharan Africa",2012,14565482,53.6430731707317,12392715500,1679.12559406643,4.016,NA
"Zimbabwe","Sub-Saharan Africa",2011,14255592,51.6003658536585,10956226600,1523.62178401048,4.039,NA
"Zimbabwe","Sub-Saharan Africa",2010,13973897,49.5746585365854,9422161300,1360.87602638558,4.048,NA
"Zimbabwe","Sub-Saharan Africa",2009,13720997,47.6246585365854,8157077400,1229.38242418617,4.044,NA
